each word,porter of each word,lancaster of each word,each len of word after porter,each len of word after lancaster,porter_data_without_stop_words,lancaster_data_without_stop_words
unklar,unklar,unkl,6,4,unklar,unkl
ist,ist,ist,3,3,ist,ist
Der,der,der,3,3,der,der
Data-Mining-Prozess,data-mining-prozess,data-mining-prozess,19,19,data-mining-prozess,data-mining-prozess
umfasst,umfasst,umfasst,7,7,umfasst,umfasst
somit,somit,somit,5,5,somit,somit
ausgehend,ausgehend,ausgehend,9,9,ausgehend,ausgehend
von,von,von,3,3,von,von
der,der,der,3,3,der,der
Datenselektion,datenselekt,datenselekt,11,11,datenselekt,datenselekt
alle,all,al,3,2,-,al
Aktivitäten,aktivitäten,aktivität,11,9,aktivitäten,aktivität
die,die,die,3,3,die,die
zur,zur,zur,3,3,zur,zur
Kommunikation,kommunik,kommunik,8,8,kommunik,kommunik
von,von,von,3,3,von,von
in,in,in,2,2,-,-
Datenbeständen,datenbeständen,datenbeständ,14,12,datenbeständen,datenbeständ
entdeckten,entdeckten,entdeckt,10,8,entdeckten,entdeckt
Mustern,mustern,mustern,7,7,mustern,mustern
notwendig,notwendig,notwendig,9,9,notwendig,notwendig
sind,sind,sind,4,4,sind,sind
HUKEMANN,hukemann,hukeman,8,7,hukemann,hukeman
unterteilt,unterteilt,unterteilt,10,10,unterteilt,unterteilt
diesen,diesen,dies,6,4,diesen,dies
Prozess,prozess,prozess,7,7,prozess,prozess
in,in,in,2,2,-,-
Anlehnung,anlehnung,anlehnung,9,9,anlehnung,anlehnung
an,an,an,2,2,-,-
FAYYAD,fayyad,fayyad,6,6,fayyad,fayyad
PIATETSKY-SHAPIRO,piatetsky-shapiro,piatetsky-shapiro,17,17,piatetsky-shapiro,piatetsky-shapiro
und,und,und,3,3,und,und
SMYTH,smyth,smy,5,3,smyth,smy
in,in,in,2,2,-,-
die,die,die,3,3,die,die
Phasen:,phasen:,phasen:,7,7,phasen:,phasen:
Aufgabendefinition,aufgabendefinit,aufgabendefinit,15,15,aufgabendefinit,aufgabendefinit
Selektion,selekt,selekt,6,6,selekt,selekt
und,und,und,3,3,und,und
Extraktion,extrakt,extrakt,7,7,extrakt,extrakt
Vorbereitung,vorbereitung,vorbereitung,12,12,vorbereitung,vorbereitung
und,und,und,3,3,und,und
Transformation,transform,transform,9,9,transform,transform
Mustererkennung,mustererkennung,mustererkennung,15,15,mustererkennung,mustererkennung
Evaluation,evalu,evalu,5,5,evalu,evalu
und,und,und,3,3,und,und
Präsentation,präsentat,präsentation,9,12,präsentat,präsentation
Da,da,da,2,2,da,da
der,der,der,3,3,der,der
Data-Mining-Prozess,data-mining-prozess,data-mining-prozess,19,19,data-mining-prozess,data-mining-prozess
auf,auf,auf,3,3,auf,auf
der,der,der,3,3,der,der
sigmatischen,sigmatischen,sigmatisch,12,10,sigmatischen,sigmatisch
Ebene,eben,eb,4,2,eben,eb
stattfindet,stattfindet,stattfindet,11,11,stattfindet,stattfindet
stellt,stellt,stellt,6,6,stellt,stellt
sich,sich,sich,4,4,sich,sich
die,die,die,3,3,die,die
Frage,frage,frag,5,4,frage,frag
inwieweit,inwieweit,inwieweit,9,9,inwieweit,inwieweit
die,die,die,3,3,die,die
Evaluation,evalu,evalu,5,5,evalu,evalu
der,der,der,3,3,der,der
Ergebnisse,ergebniss,ergebniss,9,9,ergebniss,ergebniss
als,al,al,2,2,al,al
Bestandteil,bestandteil,bestandteil,11,11,bestandteil,bestandteil
des,de,des,2,3,de,des
Data-Mining-Prozesses,data-mining-prozess,data-mining-prozesses,19,21,data-mining-prozess,data-mining-prozesses
gelten,gelten,gelt,6,4,gelten,gelt
kann,kann,kan,4,3,kann,kan
Während,während,während,7,7,während,während
in,in,in,2,2,-,-
der,der,der,3,3,der,der
Phase,phase,phas,5,4,phase,phas
der,der,der,3,3,der,der
Mustererkennung,mustererkennung,mustererkennung,15,15,mustererkennung,mustererkennung
die,die,die,3,3,die,die
prädiktive,prädiktiv,prädiktive,9,10,prädiktiv,prädiktive
und,und,und,3,3,und,und
deskriptive,deskript,deskrib,8,7,deskript,deskrib
Genauigkeit,genauigkeit,genauigkeit,11,11,genauigkeit,genauigkeit
geprüft,geprüft,geprüft,7,7,geprüft,geprüft
wird,wird,wird,4,4,wird,wird
werden,werden,werd,6,4,werden,werd
entdeckte,entdeckt,entdeckt,8,8,entdeckt,entdeckt
Muster,muster,must,6,4,muster,must
im,im,im,2,2,im,im
Rahmen,rahmen,rahm,6,4,rahmen,rahm
der,der,der,3,3,der,der
Evaluation,evalu,evalu,5,5,evalu,evalu
auf,auf,auf,3,3,auf,auf
ihre,ihr,ihr,3,3,ihr,ihr
Relevanz,relevanz,relevanz,8,8,relevanz,relevanz
ihre,ihr,ihr,3,3,ihr,ihr
Verständlichkeit,verständlichkeit,verständlichkeit,16,16,verständlichkeit,verständlichkeit
ihre,ihr,ihr,3,3,ihr,ihr
Nützlichkeit,nützlichkeit,nützlichkeit,12,12,nützlichkeit,nützlichkeit
und,und,und,3,3,und,und
Verwertbarkeit,verwertbarkeit,verwertbarkeit,14,14,verwertbarkeit,verwertbarkeit
sowie,sowi,sowy,4,4,sowi,sowy
auf,auf,auf,3,3,auf,auf
ihre,ihr,ihr,3,3,ihr,ihr
Neuheit,neuheit,neuheit,7,7,neuheit,neuheit
geprüft,geprüft,geprüft,7,7,geprüft,geprüft
Die,die,die,3,3,die,die
hierbei,hierbei,hierbe,7,6,hierbei,hierbe
zugrunde,zugrund,zugrund,7,7,zugrund,zugrund
liegenden,liegenden,liegend,9,7,liegenden,liegend
Gütefunktionen,gütefunktionen,gütefunktionen,14,14,gütefunktionen,gütefunktionen
sind,sind,sind,4,4,sind,sind
stark,stark,stark,5,5,stark,stark
abhängig,abhängig,abhängig,8,8,abhängig,abhängig
von,von,von,3,3,von,von
subjektiven,subjektiven,subjekt,11,7,subjektiven,subjekt
Einflussfaktoren,einflussfaktoren,einflussfakt,16,12,einflussfaktoren,einflussfakt
und,und,und,3,3,und,und
damit,damit,damit,5,5,damit,damit
der,der,der,3,3,der,der
pragmatischen,pragmatischen,pragmatisch,13,11,pragmatischen,pragmatisch
Ebene,eben,eb,4,2,eben,eb
zuzugliedern,zuzugliedern,zuzugliedern,12,12,zuzugliedern,zuzugliedern
Die,die,die,3,3,die,die
Annahme,annahm,annahm,6,6,annahm,annahm
dass,dass,dass,4,4,dass,dass
für,für,für,3,3,für,für
eine,ein,ein,3,3,ein,ein
beliebige,beliebig,beliebig,8,8,beliebig,beliebig
Fragestellung,fragestellung,fragestellung,13,13,fragestellung,fragestellung
und,und,und,3,3,und,und
die,die,die,3,3,die,die
daraus,darau,dara,5,4,darau,dara
abgeleiteten,abgeleiteten,abgeleitet,12,10,abgeleiteten,abgeleitet
Aufgabendefinition,aufgabendefinit,aufgabendefinit,15,15,aufgabendefinit,aufgabendefinit
der,der,der,3,3,der,der
Data-Mining-Prozess,data-mining-prozess,data-mining-prozess,19,19,data-mining-prozess,data-mining-prozess
erfolgreich,erfolgreich,erfolgreich,11,11,erfolgreich,erfolgreich
terminiert,terminiert,terminiert,10,10,terminiert,terminiert
darf,darf,darf,4,4,darf,darf
als,al,al,2,2,al,al
nicht,nicht,nicht,5,5,nicht,nicht
haltbar,haltbar,haltb,7,5,haltbar,haltb
angesehen,angesehen,angeseh,9,7,angesehen,angeseh
werden,werden,werd,6,4,werden,werd
In,in,in,2,2,-,-
der,der,der,3,3,der,der
Praxis,praxi,prax,5,4,praxi,prax
scheitert,scheitert,scheitert,9,9,scheitert,scheitert
dieser,dieser,dies,6,4,dieser,dies
Prozess,prozess,prozess,7,7,prozess,prozess
regelmäßig,regelmäßig,regelmäßig,10,10,regelmäßig,regelmäßig
sowohl,sowohl,sowohl,6,6,sowohl,sowohl
an,an,an,2,2,-,-
fehlenden,fehlenden,fehlend,9,7,fehlenden,fehlend
wie,wie,wie,3,3,wie,wie
auch,auch,auch,4,4,auch,auch
an,an,an,2,2,-,-
fehlerhaften,fehlerhaften,fehlerhaft,12,10,fehlerhaften,fehlerhaft
Datenquellen,datenquellen,datenquel,12,9,datenquellen,datenquel
So,so,so,2,2,-,-
verweisen,verweisen,verw,9,4,verweisen,verw
HIPPNER,hippner,hippn,7,5,hippner,hippn
und,und,und,3,3,und,und
WILDE,wild,wild,4,4,wild,wild
darauf,darauf,darauf,6,6,darauf,darauf
dass,dass,dass,4,4,dass,dass
die,die,die,3,3,die,die
einzelnen,einzelnen,einzeln,9,7,einzelnen,einzeln
Phasen,phasen,phas,6,4,phasen,phas
in,in,in,2,2,-,-
intensiver,intensiv,intend,8,6,intensiv,intend
Interaktion,interakt,interakt,8,8,interakt,interakt
mit,mit,mit,3,3,mit,mit
dem,dem,dem,3,3,dem,dem
Anwender,anwend,anwend,6,6,anwend,anwend
und,und,und,3,3,und,und
mit,mit,mit,3,3,mit,mit
zahlreichen,zahlreichen,zahlreich,11,9,zahlreichen,zahlreich
Rückkopplungen,rückkopplungen,rückkopplungen,14,14,rückkopplungen,rückkopplungen
ablaufen,ablaufen,ablauf,8,6,ablaufen,ablauf
BERRY,berri,berry,5,5,berri,berry
und,und,und,3,3,und,und
LINOFF,linoff,linoff,6,6,linoff,linoff
verzichten,verzichten,verzicht,10,8,verzichten,verzicht
vollständig,vollständig,vollständig,11,11,vollständig,vollständig
auf,auf,auf,3,3,auf,auf
die,die,die,3,3,die,die
Einbettung,einbettung,einbettung,10,10,einbettung,einbettung
der,der,der,3,3,der,der
Aufgabendefinition,aufgabendefinit,aufgabendefinit,15,15,aufgabendefinit,aufgabendefinit
in,in,in,2,2,-,-
den,den,den,3,3,den,den
Data-Mining-Prozess,data-mining-prozess,data-mining-prozess,19,19,data-mining-prozess,data-mining-prozess
So,so,so,2,2,-,-
bleibt,bleibt,bleibt,6,6,bleibt,bleibt
gewährleistet,gewährleistet,gewährleistet,13,13,gewährleistet,gewährleistet
dass,dass,dass,4,4,dass,dass
auch,auch,auch,4,4,auch,auch
die,die,die,3,3,die,die
ungerichtete,ungerichtet,ungerichtet,11,11,ungerichtet,ungerichtet
Suche,such,such,4,4,-,-
nach,nach,nach,4,4,nach,nach
Mustern,mustern,mustern,7,7,mustern,mustern
der,der,der,3,3,der,der
keine,kein,kein,4,4,kein,kein
zentrale,zentral,zent,7,4,zentral,zent
Fragestellung,fragestellung,fragestellung,13,13,fragestellung,fragestellung
vorangeht,vorangeht,vorangeht,9,9,vorangeht,vorangeht
durch,durch,durch,5,5,durch,durch
den,den,den,3,3,den,den
Data-Mining-Prozess,data-mining-prozess,data-mining-prozess,19,19,data-mining-prozess,data-mining-prozess
abgebildet,abgebildet,abgebildet,10,10,abgebildet,abgebildet
werden,werden,werd,6,4,werden,werd
kann,kann,kan,4,3,kann,kan
Zur,zur,zur,3,3,zur,zur
Gewährleistung,gewährleistung,gewährleistung,14,14,gewährleistung,gewährleistung
von,von,von,3,3,von,von
Effektivität,effektivität,effektivität,12,12,effektivität,effektivität
und,und,und,3,3,und,und
Effizienz,effizienz,effizienz,9,9,effizienz,effizienz
muss,muss,muss,4,4,muss,muss
jedoch,jedoch,jedoch,6,6,jedoch,jedoch
umfassendes,umfassend,umfassend,9,9,umfassend,umfassend
Wissen,wissen,wiss,6,4,wissen,wiss
über,über,über,4,4,über,über
Aufgabenstellung,aufgabenstellung,aufgabenstellung,16,16,aufgabenstellung,aufgabenstellung
und,und,und,3,3,und,und
Domänenbezug,domänenbezug,domänenbezug,12,12,domänenbezug,domänenbezug
beim,beim,beim,4,4,beim,beim
Anwender,anwend,anwend,6,6,anwend,anwend
vorhanden,vorhanden,vorhand,9,7,vorhanden,vorhand
sein,sein,sein,4,4,sein,sein
Nur,nur,nur,3,3,nur,nur
so,so,so,2,2,-,-
ist,ist,ist,3,3,ist,ist
sichergestellt,sichergestellt,sichergestellt,14,14,sichergestellt,sichergestellt
dass,dass,dass,4,4,dass,dass
alle,all,al,3,2,-,al
Möglichkeiten,möglichkeiten,möglichkeiten,13,13,möglichkeiten,möglichkeiten
und,und,und,3,3,und,und
Chancen,chancen,chant,7,5,chancen,chant
welche,welch,welch,5,5,welch,welch
die,die,die,3,3,die,die
domänenspezifische,domänenspezifisch,domänenspezifisch,17,17,domänenspezifisch,domänenspezifisch
Fragestellung,fragestellung,fragestellung,13,13,fragestellung,fragestellung
bietet,bietet,bietet,6,6,bietet,bietet
genutzt,genutzt,genutzt,7,7,genutzt,genutzt
werden,werden,werd,6,4,werden,werd
und,und,und,3,3,und,und
etwaige,etwaig,etwaig,6,6,etwaig,etwaig
Probleme,problem,problem,7,7,problem,problem
im,im,im,2,2,im,im
Hinblick,hinblick,hinblick,8,8,hinblick,hinblick
auf,auf,auf,3,3,auf,auf
das,da,das,2,3,da,das
Gesamtziel,gesamtziel,gesamtziel,10,10,gesamtziel,gesamtziel
betriebswirtschaftlich,betriebswirtschaftlich,betriebswirtschaftlich,22,22,betriebswirtschaftlich,betriebswirtschaftlich
sinnvoll,sinnvol,sinnvol,7,7,sinnvol,sinnvol
gelöst,gelöst,gelöst,6,6,gelöst,gelöst
werden,werden,werd,6,4,werden,werd
Im,im,im,2,2,im,im
Folgenden,folgenden,folgend,9,7,folgenden,folgend
wird,wird,wird,4,4,wird,wird
der,der,der,3,3,der,der
Data-Mining-Prozess,data-mining-prozess,data-mining-prozess,19,19,data-mining-prozess,data-mining-prozess
in,in,in,2,2,-,-
vier,vier,vier,4,4,vier,vier
Phasen,phasen,phas,6,4,phasen,phas
unterteilt:,unterteilt:,unterteilt:,11,11,unterteilt:,unterteilt:
Datenselektion,datenselekt,datenselekt,11,11,datenselekt,datenselekt
Datenvorbereitung,datenvorbereitung,datenvorbereitung,17,17,datenvorbereitung,datenvorbereitung
Mustererkennung,mustererkennung,mustererkennung,15,15,mustererkennung,mustererkennung
und,und,und,3,3,und,und
Kommunikation,kommunik,kommunik,8,8,kommunik,kommunik
Klassifikationsverfahren,klassifikationsverfahren,klassifikationsverfahr,24,22,klassifikationsverfahren,klassifikationsverfahr
konstruieren,konstruieren,konstruy,12,8,konstruieren,konstruy
Modelle,model,model,5,5,model,model
mittels,mittel,mittel,6,6,mittel,mittel
deren,deren,der,5,3,deren,der
Informationsobjekte,informationsobjekt,informationsobjekt,18,18,informationsobjekt,informationsobjekt
anhand,anhand,anhand,6,6,anhand,anhand
von,von,von,3,3,von,von
objekt-,objekt-,objekt-,7,7,objekt-,objekt-
und,und,und,3,3,und,und
umweltspezifischen,umweltspezifischen,umweltspezifisch,18,16,umweltspezifischen,umweltspezifisch
Eigenschaften,eigenschaften,eigenschaft,13,11,eigenschaften,eigenschaft
vordefinierten,vordefinierten,vordefiniert,14,12,vordefinierten,vordefiniert
Klassen,klassen,klass,7,5,klassen,klass
zugeteilt,zugeteilt,zugeteilt,9,9,zugeteilt,zugeteilt
werden,werden,werd,6,4,werden,werd
können,können,können,6,6,können,können
,,,0,0,,
Durch,durch,durch,5,5,durch,durch
diese,dies,dies,4,4,dies,dies
Zuordnung,zuordnung,zuordnung,9,9,zuordnung,zuordnung
kann,kann,kan,4,3,kann,kan
das,da,das,2,3,da,das
Objekt,objekt,objekt,6,6,objekt,objekt
mit,mit,mit,3,3,mit,mit
den,den,den,3,3,den,den
klassenspezifischen,klassenspezifischen,klassenspezifisch,19,17,klassenspezifischen,klassenspezifisch
Eigenschaften,eigenschaften,eigenschaft,13,11,eigenschaften,eigenschaft
in,in,in,2,2,-,-
Verbindung,verbindung,verbindung,10,10,verbindung,verbindung
gebracht,gebracht,gebracht,8,8,gebracht,gebracht
werden,werden,werd,6,4,werden,werd
um,um,um,2,2,um,um
so,so,so,2,2,-,-
das,da,das,2,3,da,das
erwartete,erwartet,erwartet,8,8,erwartet,erwartet
Verhalten,verhalten,verhalt,9,7,verhalten,verhalt
eines,ein,ein,3,3,ein,ein
Informationsobjektes,informationsobjekt,informationsobjekt,18,18,informationsobjekt,informationsobjekt
abzuleiten,abzuleiten,abzuleit,10,8,abzuleiten,abzuleit
,,,0,0,,
Zum,zum,zum,3,3,zum,zum
Aufstellen,aufstellen,aufstel,10,7,aufstellen,aufstel
eines,ein,ein,3,3,ein,ein
mathematischen,mathematischen,mathematisch,14,12,mathematischen,mathematisch
Modells,model,model,5,5,model,model
werden,werden,werd,6,4,werden,werd
dazu,dazu,dazu,4,4,dazu,dazu
eine,ein,ein,3,3,ein,ein
feste,fest,fest,4,4,fest,fest
Anzahl,anzahl,anzahl,6,6,anzahl,anzahl
an,an,an,2,2,-,-
Klassen,klassen,klass,7,5,klassen,klass
sowie,sowi,sowy,4,4,sowi,sowy
Beispiele,beispiel,beispiel,8,8,beispiel,beispiel
von,von,von,3,3,von,von
Klasseninstanzen,klasseninstanzen,klasseninstanz,16,14,klasseninstanzen,klasseninstanz
und,und,und,3,3,und,und
deren,deren,der,5,3,deren,der
Attributwerte,attributwert,attributwert,12,12,attributwert,attributwert
benötigt,benötigt,benötigt,8,8,benötigt,benötigt
,,,0,0,,
Mathematische,mathematisch,mathematisch,12,12,mathematisch,mathematisch
Methoden,methoden,method,8,6,methoden,method
die,die,die,3,3,die,die
für,für,für,3,3,für,für
das,da,das,2,3,da,das
Aufstellen,aufstellen,aufstel,10,7,aufstellen,aufstel
von,von,von,3,3,von,von
Klassifikationsmodellen,klassifikationsmodellen,klassifikationsmodel,23,20,klassifikationsmodellen,klassifikationsmodel
hilfreich,hilfreich,hilfreich,9,9,hilfreich,hilfreich
sind,sind,sind,4,4,sind,sind
entstammen,entstammen,entstam,10,7,entstammen,entstam
sowohl,sowohl,sowohl,6,6,sowohl,sowohl
der,der,der,3,3,der,der
klassischen,klassischen,klassisch,11,9,klassischen,klassisch
Statistik,statistik,statistik,9,9,statistik,statistik
Diskriminanzanalyse,diskriminanzanalys,diskriminanzanalys,18,18,diskriminanzanalys,diskriminanzanalys
K-Nächste-Nachbarn-Methode,k-nächste-nachbarn-method,k-nächste-nachbarn-methode,25,26,k-nächste-nachbarn-method,k-nächste-nachbarn-methode
als,al,al,2,2,al,al
auch,auch,auch,4,4,auch,auch
dem,dem,dem,3,3,dem,dem
maschinellen,maschinellen,maschinel,12,9,maschinellen,maschinel
Lernen,lernen,lern,6,4,lernen,lern
Symbolische,symbolisch,symbolisch,10,10,symbolisch,symbolisch
Lernverfahren,lernverfahren,lernverfahr,13,11,lernverfahren,lernverfahr
beispielsweise,beispielsweis,beispielsw,13,10,beispielsweis,beispielsw
Entscheidungsbaumverfahren,entscheidungsbaumverfahren,entscheidungsbaumverfahr,26,24,entscheidungsbaumverfahren,entscheidungsbaumverfahr
oder,oder,od,4,2,oder,od
Regelinduktion,regelindukt,regelindukt,11,11,regelindukt,regelindukt
stellen,stellen,stel,7,4,stellen,stel
Verfahren,verfahren,verfahr,9,7,verfahren,verfahr
dar,dar,dar,3,3,dar,dar
welche,welch,welch,5,5,welch,welch
für,für,für,3,3,für,für
den,den,den,3,3,den,den
Anwender,anwend,anwend,6,6,anwend,anwend
verständliche,verständlich,verständlich,12,12,verständlich,verständlich
Klassenbeschreibungen,klassenbeschreibungen,klassenbeschreibung,21,19,klassenbeschreibungen,klassenbeschreibung
generieren,generieren,genery,10,6,generieren,genery
Subsymbolische,subsymbolisch,subsymbolisch,13,13,subsymbolisch,subsymbolisch
Verfahren,verfahren,verfahr,9,7,verfahren,verfahr
wie,wie,wie,3,3,wie,wie
Künstliche,künstlich,künstliche,9,10,künstlich,künstliche
Neuronale,neuronal,neuron,8,6,neuronal,neuron
Netze,netz,netz,4,4,netz,netz
arbeiten,arbeiten,arbeit,8,6,arbeiten,arbeit
hingegen,hingegen,hingeg,8,6,hingegen,hingeg
nach,nach,nach,4,4,nach,nach
dem,dem,dem,3,3,dem,dem
Black-Box-Prinzip,black-box-prinzip,black-box-prinzip,17,17,black-box-prinzip,black-box-prinzip
Klassenbeschreibungen,klassenbeschreibungen,klassenbeschreibung,21,19,klassenbeschreibungen,klassenbeschreibung
sind,sind,sind,4,4,sind,sind
nicht,nicht,nicht,5,5,nicht,nicht
aus,au,au,2,2,au,au
dem,dem,dem,3,3,dem,dem
konstruierten,konstruierten,konstruiert,13,11,konstruierten,konstruiert
Modell,model,model,5,5,model,model
heraus,herau,hera,5,4,herau,hera
ableitbar,ableitbar,ableitb,9,7,ableitbar,ableitb
Die,die,die,3,3,die,die
Selektion,selekt,selekt,6,6,selekt,selekt
erfolgt,erfolgt,erfolgt,7,7,erfolgt,erfolgt
in,in,in,2,2,-,-
zwei,zwei,zwe,4,3,zwei,zwe
Schritten:,schritten:,schritten:,10,10,schritten:,schritten:
Im,im,im,2,2,im,im
Rahmen,rahmen,rahm,6,4,rahmen,rahm
der,der,der,3,3,der,der
vertikalen,vertikalen,vertik,10,6,vertikalen,vertik
Datenselektion,datenselekt,datenselekt,11,11,datenselekt,datenselekt
werden,werden,werd,6,4,werden,werd
die,die,die,3,3,die,die
relevanten,relevanten,relev,10,5,relevanten,relev
Analyseobjekte,analyseobjekt,analyseobjekt,13,13,analyseobjekt,analyseobjekt
Datensätze,datensätz,datensätz,9,9,datensätz,datensätz
Tupel,tupel,tupel,5,5,tupel,tupel
bestimmt,bestimmt,bestimmt,8,8,bestimmt,bestimmt
Die,die,die,3,3,die,die
relevanten,relevanten,relev,10,5,relevanten,relev
Attribute,attribut,attribut,8,8,attribut,attribut
werden,werden,werd,6,4,werden,werd
im,im,im,2,2,im,im
Zuge,zuge,zug,4,3,zuge,zug
der,der,der,3,3,der,der
horizontalen,horizontalen,horizont,12,8,horizontalen,horizont
Datenselektion,datenselekt,datenselekt,11,11,datenselekt,datenselekt
festgelegt,festgelegt,festgelegt,10,10,festgelegt,festgelegt
Ist,ist,ist,3,3,ist,ist
der,der,der,3,3,der,der
richtigeAggregationsgrad,richtigeaggregationsgrad,richtigeaggregationsgrad,24,24,richtigeaggregationsgrad,richtigeaggregationsgrad
der,der,der,3,3,der,der
Daten,daten,dat,5,3,daten,dat
in,in,in,2,2,-,-
dieser,dieser,dies,6,4,dieser,dies
Phase,phase,phas,5,4,phase,phas
noch,noch,noch,4,4,noch,noch
unbekannt,unbekannt,unbekannt,9,9,unbekannt,unbekannt
sollte,sollt,sollt,5,5,sollt,sollt
der,der,der,3,3,der,der
niedrigste,niedrigst,niedrigst,9,9,niedrigst,niedrigst
verfügbare,verfügbar,verfügb,9,7,verfügbar,verfügb
Aggregationsgrad,aggregationsgrad,aggregationsgrad,16,16,aggregationsgrad,aggregationsgrad
ausgewählt,ausgewählt,ausgewählt,10,10,ausgewählt,ausgewählt
werden,werden,werd,6,4,werden,werd
,,,0,0,,
Anschließend,anschließend,anschließend,12,12,anschließend,anschließend
werden,werden,werd,6,4,werden,werd
die,die,die,3,3,die,die
Daten,daten,dat,5,3,daten,dat
aus,au,au,2,2,au,au
den,den,den,3,3,den,den
Systemen,systemen,system,8,6,systemen,system
extrahiert,extrahiert,extrahiert,10,10,extrahiert,extrahiert
Verfügbare,verfügbar,verfügb,9,7,verfügbar,verfügb
Metadaten,metadaten,metad,9,5,metadaten,metad
sollten,sollten,sollt,7,5,sollten,sollt
für,für,für,3,3,für,für
die,die,die,3,3,die,die
Auflösung,auflösung,auflösung,9,9,auflösung,auflösung
semantischer,semantisch,semantisch,10,10,semantisch,semantisch
Unklarheiten,unklarheiten,unklarheit,12,10,unklarheiten,unklarheit
während,während,während,7,7,während,während
der,der,der,3,3,der,der
Datenbereinigung,datenbereinigung,datenbereinigung,16,16,datenbereinigung,datenbereinigung
und,und,und,3,3,und,und
während,während,während,7,7,während,während
der,der,der,3,3,der,der
Ergebnisinterpretation,ergebnisinterpret,ergebnisinterpret,17,17,ergebnisinterpret,ergebnisinterpret
ebenfalls,ebenfal,ebenfal,7,7,ebenfal,ebenfal
extrahiert,extrahiert,extrahiert,10,10,extrahiert,extrahiert
werden,werden,werd,6,4,werden,werd
,,,0,0,,
Die,die,die,3,3,die,die
Qualität,qualität,qualität,8,8,qualität,qualität
und,und,und,3,3,und,und
Quantität,quantität,quantität,9,9,quantität,quantität
der,der,der,3,3,der,der
ermittelten,ermittelten,ermittelt,11,9,ermittelten,ermittelt
Daten,daten,dat,5,3,daten,dat
beeinflusst,beeinflusst,beeinflusst,11,11,beeinflusst,beeinflusst
dabei,dabei,dabe,5,4,dabei,dabe
maßgeblich,maßgeblich,maßgeblich,10,10,maßgeblich,maßgeblich
die,die,die,3,3,die,die
späteren,späteren,späteren,8,8,späteren,späteren
Analysemöglichkeiten,analysemöglichkeiten,analysemöglichkeit,20,18,analysemöglichkeiten,analysemöglichkeit
sowie,sowi,sowy,4,4,sowi,sowy
die,die,die,3,3,die,die
Qualität,qualität,qualität,8,8,qualität,qualität
des,de,des,2,3,de,des
Ergebnisses,ergebniss,ergebniss,9,9,ergebniss,ergebniss
,,,0,0,,
Domänenspezifisches,domänenspezifisch,domänenspezifisch,17,17,domänenspezifisch,domänenspezifisch
Wissen,wissen,wiss,6,4,wissen,wiss
über,über,über,4,4,über,über
potenzielle,potenziel,potenziel,9,9,potenziel,potenziel
Datenquellen,datenquellen,datenquel,12,9,datenquellen,datenquel
und,und,und,3,3,und,und
ihre,ihr,ihr,3,3,ihr,ihr
Erschließung,erschließung,erschließung,12,12,erschließung,erschließung
ist,ist,ist,3,3,ist,ist
daher,daher,dah,5,3,daher,dah
unabdingbar,unabdingbar,unabdingb,11,9,unabdingbar,unabdingb
,,,0,0,,
Rechtliche,rechtlich,rechtlich,9,9,rechtlich,rechtlich
Restriktionen,restriktionen,restrikt,13,8,restriktionen,restrikt
insbesondere,insbesonder,insbesond,11,9,insbesonder,insbesond
zum,zum,zum,3,3,zum,zum
Datenschutz,datenschutz,datenschutz,11,11,datenschutz,datenschutz
müssen,müssen,müssen,6,6,müssen,müssen
dabei,dabei,dabe,5,4,dabei,dabe
jedoch,jedoch,jedoch,6,6,jedoch,jedoch
berücksichtigt,berücksichtigt,berücksichtigt,14,14,berücksichtigt,berücksichtigt
werden,werden,werd,6,4,werden,werd
,,,0,0,,
Nachdem,nachdem,nachdem,7,7,nachdem,nachdem
die,die,die,3,3,die,die
Daten,daten,dat,5,3,daten,dat
erfolgreich,erfolgreich,erfolgreich,11,11,erfolgreich,erfolgreich
aus,au,au,2,2,au,au
den,den,den,3,3,den,den
jeweiligen,jeweiligen,jeweilig,10,8,jeweiligen,jeweilig
Systemen,systemen,system,8,6,systemen,system
extrahiert,extrahiert,extrahiert,10,10,extrahiert,extrahiert
worden,worden,word,6,4,worden,word
sind,sind,sind,4,4,sind,sind
müssen,müssen,müssen,6,6,müssen,müssen
sie,sie,sie,3,3,sie,sie
für,für,für,3,3,für,für
die,die,die,3,3,die,die
weitergehende,weitergehend,weitergehend,12,12,weitergehend,weitergehend
Analyse,analys,analys,6,6,analys,analys
inhaltlich,inhaltlich,inhaltlich,10,10,inhaltlich,inhaltlich
und,und,und,3,3,und,und
formal,formal,form,6,4,formal,form
aufbereitet,aufbereitet,aufbereitet,11,11,aufbereitet,aufbereitet
werden,werden,werd,6,4,werden,werd
,,,0,0,,
Die,die,die,3,3,die,die
ideale,ideal,id,5,2,ideal,id
Anwendungsumgebung,anwendungsumgebung,anwendungsumgebung,18,18,anwendungsumgebung,anwendungsumgebung
stellt,stellt,stellt,6,6,stellt,stellt
alle,all,al,3,2,-,al
benötigten,benötigten,benötigt,10,8,benötigten,benötigt
Daten,daten,dat,5,3,daten,dat
konsistent,konsist,konsist,7,7,konsist,konsist
abgebildet,abgebildet,abgebildet,10,10,abgebildet,abgebildet
in,in,in,2,2,-,-
einem,einem,einem,5,5,einem,einem
Data,data,dat,4,3,data,dat
Warehouse,warehous,wareh,8,5,warehous,wareh
bereit,bereit,bereit,6,6,bereit,bereit
,,,0,0,,
In,in,in,2,2,-,-
der,der,der,3,3,der,der
